ground_temperature,air_temperature,surface_temperature(mod),bottom_temperature
0.0,3.39,0.0,0.0
0.0,2.66,0.0,0.0
0.0,2.95,0.0,0.0
0.0,3.4,0.0,0.0
0.0,2.81,0.0,0.0
0.0,1.77,0.0,0.0
0.0,1.44,0.0,0.0
0.0,1.27,0.0,0.0
0.0,0.98,-10.934,0.0
0.0,0.63,-9.5,0.0
0.0,0.74,-11.13,0.0
0.0,0.71,-9.969,0.0
0.0,0.73,-11.808,0.0
0.0,-0.3,-16.912,0.0
0.0,-0.73,-14.949,0.0
0.0,0.2,-1.074,0.0
0.0,-0.01,-4.614,0.0
0.0,0.94,0.0,0.0
0.0,1.15,0.0,0.0
0.0,1.13,0.0,0.0
0.0,2.25,0.0,0.0
0.0,2.93,0.0,0.0
0.0,2.78,0.0,0.0
0.0,2.74,0.0,0.0
0.0,2.13,0.0,0.0
0.0,0.64,0.0,0.0
0.0,1.1,0.0,0.0
0.0,1.52,0.0,0.0
0.0,1.95,0.0,0.0
0.0,2.36,0.0,0.0
0.0,1.61,0.0,0.0
0.0,1.28,0.0,0.0
0.0,0.99,0.0,0.0
0.0,1.03,-5.857,0.0
0.0,1.32,0.0,0.0
0.0,0.68,0.0,0.0
0.0,0.34,-8.155,0.0
0.0,-0.48,-11.441,0.0
0.0,-0.43,-14.622,0.0
0.0,-0.43,-1.235,0.0
0.0,-0.78,-8.273,0.0
0.0,-0.18,0.0,0.0
0.0,0.04,0.0,0.0
0.0,0.14,0.0,0.0
0.0,0.79,0.0,0.0
0.0,1.75,0.0,0.0
0.0,1.45,0.0,0.0
0.0,1.6,0.0,0.0
0.0,1.56,0.0,0.0
0.0,0.53,0.0,0.0
0.0,0.88,0.0,0.0
0.0,1.86,0.0,0.0
0.0,2.12,0.0,0.0
0.0,2.63,0.0,0.0
0.0,2.55,0.0,0.0
0.0,2.2,0.0,0.0
0.0,2.27,0.0,0.0
0.0,1.01,0.0,0.0
0.0,0.45,-7.886,0.0
0.0,-0.46,-10.903,0.0
0.0,-0.92,-9.532,0.0
0.0,-1.01,-20.234,0.0
0.0,-0.94,-17.84,0.0
0.0,-0.71,-2.326,0.0
0.0,-0.04,-0.945,0.0
0.0,1.97,0.0,0.0
0.0,1.82,0.0,0.0
0.0,1.73,0.0,0.0
0.0,1.72,0.0,0.0
0.0,2.81,0.0,0.0
0.0,3.25,0.0,0.0
0.0,4.02,0.0,0.0
0.0,3.84,0.0,0.0
0.0,1.9,0.0,0.0
0.0,2.56,0.0,0.0
0.0,2.56,0.0,0.0
0.0,3.24,0.0,0.0
0.0,3.19,0.0,0.0
0.0,2.38,0.0,0.0
0.0,1.12,0.0,0.0
0.0,0.49,-7.809,0.0
0.0,0.32,-10.194,0.0
0.0,0.29,-15.348,0.0
0.0,0.16,-16.506,0.0
0.0,-0.19,-14.99,0.0
0.0,0.06,-11.691,0.0
0.0,0.35,-11.434,0.0
0.0,0.39,-0.805,0.0
0.0,0.69,-3.177,0.0
0.0,2.37,0.0,0.0
0.0,2.23,0.0,0.0
0.0,1.89,0.0,0.0
0.0,3.43,0.0,0.0
0.0,3.21,0.0,0.0
0.0,2.81,0.0,0.0
0.0,1.42,0.0,0.0
0.0,2.35,0.0,0.0
0.0,1.08,0.0,0.0
0.0,2.1,0.0,0.0
0.0,2.06,0.0,0.0
0.0,1.54,0.0,0.0
0.0,1.7,0.0,0.0
0.0,1.74,0.0,0.0
0.0,2.0,0.0,0.0
0.0,1.76,0.0,0.0
0.0,4.47,0.0,0.0
0.0,3.98,0.0,0.0
0.0,3.36,0.0,0.0
0.0,3.07,0.0,0.0
0.0,2.15,0.0,0.0
0.0,1.96,0.0,0.0
0.0,1.8,0.0,0.0
0.0,2.03,0.0,0.0
0.0,3.26,0.0,0.0
0.0,3.05,0.0,0.0
0.0,3.08,0.0,0.0
0.0,3.79,0.0,0.0
0.0,5.01,0.0,0.0
0.0,4.93,0.0,0.0
0.0,6.14,0.0,0.0
0.0,5.91,0.0,0.0
0.0,5.42,0.0,0.0
0.0,5.55,0.0,0.0
0.0,4.4,0.0,0.0
0.0,5.25,0.0,0.0
0.0,5.59,0.0,0.0
0.0,3.98,0.0,0.0
0.0,3.7,0.0,0.0
0.0,3.49,0.0,0.0
0.0,3.24,0.0,0.0
0.0,3.57,0.0,0.0
0.0,3.25,0.0,0.0
0.0,3.32,0.0,0.0
0.0,2.9,0.0,0.0
0.0,5.46,0.0,0.0
0.0,1.23,0.0,0.0
0.0,1.27,0.0,0.0
0.0,1.94,0.0,0.0
0.0,2.76,0.0,0.0
1.17,2.63,1.17,1.17
1.61,3.98,1.61,1.61
1.77,3.25,1.77,1.77
1.73,3.08,1.73,1.73
1.64,4.79,1.64,1.64
1.45,4.57,1.45,1.45
0.77,2.21,0.77,0.77
0.35,2.56,0.35,0.35
-1.0,3.82,-1.0,-1.0
-0.53,3.67,-0.53,-0.53
-0.91,2.86,-0.91,-0.91
-0.89,3.11,-0.89,-0.89
-1.11,2.54,-1.11,-1.11
-2.06,2.46,-2.06,-2.06
-2.3,1.7,-2.3,-2.3
-1.91,1.2,-1.91,-1.91
-2.38,0.41,-2.38,-2.38
-2.59,1.15,-3.095,-2.59
-3.01,0.0,-2.954,-3.01
-3.48,-0.06,-14.492,-3.48
-2.11,0.3,-1.042,-2.11
0.0,0.93,0.0,0.0
0.0,2.05,0.0,0.0
0.0,1.47,0.0,0.0
0.0,0.86,0.0,0.0
0.0,0.3,0.0,0.0
2.03,1.31,2.03,2.03
0.0,0.94,0.0,0.0
1.7,0.39,1.7,1.7
1.07,0.36,1.07,1.07
0.58,-0.37,0.58,0.58
-0.05,-0.36,-0.05,-0.05
0.0,0.76,0.0,0.0
0.0,0.68,0.0,0.0
0.0,-0.06,-11.32,0.0
0.0,-0.37,-15.144,0.0
0.0,-1.37,-11.445,0.0
0.0,-1.7,-13.875,0.0
0.0,-1.49,-14.17,0.0
0.0,-0.95,-17.701,0.0
0.0,-0.95,-17.127,0.0
0.0,-0.59,-15.908,0.0
0.0,-1.03,-15.7,0.0
0.0,-0.82,-18.126,0.0
0.0,-0.75,-2.625,0.0
0.0,-0.91,-3.965,0.0
0.0,0.4,0.0,0.0
0.0,-0.35,0.0,0.0
0.0,-1.08,0.0,0.0
0.0,0.24,0.0,0.0
0.0,0.17,0.0,0.0
0.0,0.61,0.0,0.0
0.0,0.72,0.0,0.0
0.0,0.46,0.0,0.0
0.0,-0.24,0.0,0.0
-0.51,0.89,-0.51,-0.51
-1.5,1.46,-1.5,-1.5
-1.95,1.62,-1.95,-1.95
-2.9,1.7,-2.9,-2.9
-2.72,0.49,-13.514,-2.72
-3.41,0.44,-12.393,-3.41
-3.02,0.4,-12.007,-3.02
-2.99,-0.08,-7.355,-2.99
-2.85,0.13,-6.149,-2.85
-3.37,-0.17,-6.337,-3.37
-3.67,0.07,-6.374,-3.67
-3.28,-0.49,-6.286,-3.28
-3.87,-0.04,-11.724,-3.87
-4.07,-0.46,-2.063,-4.07
0.0,-0.9,0.0,0.0
0.0,0.94,0.0,0.0
0.0,-0.14,0.0,0.0
2.05,-0.52,2.05,2.05
2.53,-0.09,2.53,2.53
2.75,1.35,2.75,2.75
2.57,0.98,2.57,2.57
2.23,0.79,2.23,2.23
1.77,0.73,1.77,1.77
0.95,2.03,0.95,0.95
-0.26,2.22,-0.26,-0.26
-3.87,2.4,-3.87,-3.87
-4.16,2.88,-4.16,-4.16
-4.43,2.39,-4.43,-4.43
-5.06,0.33,-5.06,-5.06
-4.16,-0.07,-4.16,-4.16
-3.51,-0.38,-3.51,-3.51
-4.45,0.32,-4.45,-4.45
0.0,1.3,-13.471,0.0
0.0,1.23,-1.87,0.0
-3.02,0.97,-2.681,-3.02
-2.14,-0.87,-7.909,-2.14
-4.71,0.49,-10.672,-4.71
-3.69,0.41,-0.346,-3.69
0.0,-0.01,0.0,0.0
0.67,0.34,0.67,0.67
1.51,-0.56,1.51,1.51
2.34,-0.57,2.34,2.34
2.62,1.4,2.62,2.62
2.82,1.35,2.82,2.82
2.97,1.71,2.97,2.97
2.31,1.3,2.31,2.31
1.94,1.94,1.94,1.94
1.29,1.25,1.29,1.29
0.41,1.96,0.41,0.41
-1.55,3.1,-1.55,-1.55
-2.36,2.91,-2.36,-2.36
-2.53,2.57,-2.53,-2.53
-1.98,1.72,-1.98,-1.98
-2.34,0.75,-2.34,-2.34
-3.19,0.3,-3.19,-3.19
-1.96,-0.45,-1.96,-1.96
-1.94,-0.4,-1.94,-1.94
-2.65,-1.03,-2.65,-2.65
-2.47,-1.27,-2.47,-2.47
-2.13,-0.66,-2.13,-2.13
-3.12,-0.86,-3.12,-3.12
-2.23,-0.64,-2.23,-2.23
0.26,-0.35,0.26,0.26
1.7,1.74,1.7,1.7
2.65,1.4,2.65,2.65
3.27,1.17,3.27,3.27
3.89,3.5,3.89,3.89
3.68,3.77,3.68,3.68
3.97,3.92,3.97,3.97
3.46,4.97,3.46,3.46
2.72,5.43,2.72,2.72
1.91,4.06,1.91,1.91
0.42,4.27,0.42,0.42
-4.23,4.16,-4.23,-4.23
-3.1,2.05,-3.1,-3.1
-5.07,1.11,-5.07,-5.07
-3.57,-0.13,-3.57,-3.57
-4.71,-1.44,-4.71,-4.71
-4.63,-1.81,-4.63,-4.63
-4.65,-1.52,-4.65,-4.65
-4.76,-0.9,-4.76,-4.76
-6.41,-1.45,-6.41,-6.41
-6.74,-1.84,-6.74,-6.74
-6.72,-1.1,-6.72,-6.72
-7.08,-1.51,-7.08,-7.08
-4.29,-1.16,-4.29,-4.29
0.19,-0.29,0.19,0.19
1.84,1.66,1.84,1.84
3.21,3.8,3.21,3.21
4.52,4.59,4.52,4.52
5.32,6.71,5.32,5.32
5.3,7.31,5.3,5.3
5.06,7.47,5.06,5.06
4.41,7.99,4.41,4.41
3.54,8.2,3.54,3.54
2.65,6.11,2.65,2.65
0.43,6.04,0.43,0.43
-4.93,6.04,-4.93,-4.93
-4.25,5.35,-4.25,-4.25
-4.53,2.82,-4.53,-4.53
-5.53,2.11,-5.53,-5.53
-5.64,1.58,-5.64,-5.64
-4.44,0.06,-4.44,-4.44
-3.73,-0.02,-3.73,-3.73
-4.49,-0.41,-4.49,-4.49
-4.28,-1.19,-4.28,-4.28
-4.77,-1.85,-4.77,-4.77
-5.79,0.57,-5.79,-5.79
-6.01,0.59,-6.01,-6.01
-3.52,0.29,-3.52,-3.52
0.48,-0.01,0.48,0.48
2.14,3.12,2.14,2.14
3.56,4.12,3.56,3.56
4.62,3.48,4.62,4.62
5.26,4.33,5.26,5.26
5.64,5.63,5.64,5.64
5.3,6.09,5.3,5.3
4.69,6.09,4.69,4.69
3.55,7.49,3.55,3.55
2.75,6.41,2.75,2.75
0.9,5.91,0.9,0.9
-3.96,5.92,-3.96,-3.96
-4.05,4.18,-4.05,-4.05
-2.94,3.04,-2.94,-2.94
-2.1,1.16,-2.1,-2.1
-1.69,0.62,-1.69,-1.69
-2.63,-0.45,-2.63,-2.63
-3.17,-0.83,-3.17,-3.17
-2.05,-0.48,-2.05,-2.05
-1.76,-0.26,-1.76,-1.76
-1.42,-0.69,-1.42,-1.42
-1.75,1.82,-1.75,-1.75
-0.72,2.14,-0.72,-0.72
-0.3,1.56,-0.3,-0.3
1.06,1.26,1.06,1.06
2.38,3.79,2.38,2.38
3.55,3.41,3.55,3.55
4.15,3.48,4.15,4.15
4.54,4.79,4.54,4.54
4.41,4.6,4.41,4.41
3.93,4.98,3.93,3.93
3.37,4.22,3.37,3.37
2.76,4.94,2.76,2.76
1.74,3.73,1.74,1.74
0.82,3.84,0.82,0.82
-0.02,4.45,-0.02,-0.02
0.06,4.39,0.06,0.06
0.0,4.73,0.0,0.0
-0.92,2.81,-0.92,-0.92
-0.66,2.74,-0.66,-0.66
-0.55,2.17,-0.55,-0.55
-1.03,2.39,-1.03,-1.03
0.03,2.54,0.03,0.03
-0.78,2.08,-0.78,-0.78
-0.96,2.21,-0.96,-0.96
-0.21,2.11,-0.21,-0.21
-0.07,2.57,-0.07,-0.07
-0.13,2.57,-0.13,-0.13
0.72,2.66,0.72,0.72
1.2,2.87,1.2,1.2
1.52,2.71,1.52,1.52
1.37,2.1,1.37,1.37
2.09,2.64,2.09,2.09
1.66,1.87,1.66,1.66
1.46,0.92,1.46,1.46
1.07,0.12,1.07,1.07
-3.888,0.08,-3.888,-3.888
0.67,0.63,0.67,0.67
0.41,1.38,0.41,0.41
-0.87,2.06,-0.87,-0.87
-2.04,2.18,-2.04,-2.04
-1.14,1.75,-1.14,-1.14
-1.6,-0.43,-1.6,-1.6
-1.81,0.11,-1.81,-1.81
-0.61,0.23,-0.61,-0.61
-0.85,0.75,-0.85,-0.85
-1.2,0.91,-1.2,-1.2
-0.87,0.7,-0.87,-0.87
-1.04,0.98,-1.04,-1.04
-2.4,0.73,-2.4,-2.4
-2.1,0.16,-1.283,-2.1
-1.86,0.25,-0.191,-1.86
0.68,0.56,0.68,0.68
1.85,1.6,1.85,1.85
2.85,4.67,2.85,2.85
3.63,5.0,3.63,3.63
4.16,5.96,4.16,4.16
4.31,5.72,4.31,4.31
4.16,5.44,4.16,4.16
3.78,7.72,3.78,3.78
3.02,7.75,3.02,3.02
2.08,6.27,2.08,2.08
-0.06,6.07,-0.06,-0.06
-4.26,6.18,-4.26,-4.26
-3.44,5.44,-3.44,-3.44
-3.05,3.54,-3.05,-3.05
-2.49,0.54,-2.49,-2.49
-1.02,0.66,-1.02,-1.02
-0.6,1.35,-0.6,-0.6
0.0,3.88,0.0,0.0
-0.75,3.82,-0.75,-0.75
-1.12,3.5,-1.12,-1.12
-0.79,2.39,-0.79,-0.79
-0.16,2.75,-0.16,-0.16
-0.1,2.5,-0.1,-0.1
0.07,1.9,0.07,0.07
0.32,0.18,0.32,0.32
0.76,0.24,0.76,0.76
1.35,-0.33,1.35,1.35
1.82,0.5,1.82,1.82
-1.83,1.18,-1.83,-1.83
2.94,1.85,2.94,2.94
3.13,1.61,3.13,3.13
2.8,1.85,2.8,2.8
2.32,1.87,2.32,2.32
1.58,2.96,1.58,1.58
0.75,2.91,0.75,0.75
0.12,2.78,0.12,0.12
0.06,2.98,0.06,0.06
-0.59,2.5,-0.59,-0.59
-0.04,2.26,-0.04,-0.04
-0.68,2.28,-0.68,-0.68
-1.02,1.92,-1.02,-1.02
-1.26,2.05,-1.26,-1.26
-0.62,1.9,-0.62,-0.62
-0.99,1.44,-0.99,-0.99
-1.66,0.56,-1.66,-1.66
-0.46,1.63,-0.46,-0.46
-0.87,1.3,-0.87,-0.87
0.11,1.65,0.11,0.11
0.77,1.96,0.77,0.77
1.94,4.42,1.94,1.94
3.38,5.1,3.38,3.38
3.76,5.08,3.76,3.76
3.83,6.14,3.83,3.83
4.13,6.66,4.13,4.13
4.01,5.7,4.01,4.01
3.74,6.16,3.74,3.74
2.87,5.99,2.87,2.87
1.99,5.09,1.99,1.99
0.69,4.97,0.69,0.69
-2.92,5.32,-2.92,-2.92
-3.65,7.82,-3.65,-3.65
-0.93,6.63,-0.93,-0.93
-1.19,6.35,-1.19,-1.19
-0.05,6.01,-0.05,-0.05
-0.17,6.04,-0.17,-0.17
-0.29,5.89,-0.29,-0.29
0.09,5.3,0.09,0.09
-0.16,5.29,-0.16,-0.16
-0.56,5.16,-0.56,-0.56
-0.88,6.1,-0.88,-0.88
-1.97,5.78,-1.97,-1.97
-0.7,5.25,-0.7,-0.7
0.94,5.93,0.94,0.94
2.07,6.53,2.07,2.07
2.88,6.19,2.88,2.88
3.32,6.24,3.32,3.32
3.22,6.74,3.22,3.22
3.56,6.7,3.56,3.56
3.26,7.37,3.26,3.26
2.82,6.83,2.82,2.82
2.56,6.49,2.56,2.56
2.2,5.9,2.2,2.2
0.87,5.89,0.87,0.87
-2.58,5.71,-2.58,-2.58
-0.4,5.21,-0.4,-0.4
-0.96,5.17,-0.96,-0.96
-0.26,5.53,-0.26,-0.26
-0.19,4.72,-0.19,-0.19
0.09,4.05,0.09,0.09
-0.05,6.96,-0.05,-0.05
-0.24,2.72,-0.24,-0.24
-0.07,1.95,-0.07,-0.07
-1.25,1.66,-1.25,-1.25
-0.91,1.82,-0.91,-0.91
-0.94,2.7,-0.94,-0.94
-0.02,2.92,-0.02,-0.02
1.2,2.78,1.2,1.2
1.97,5.23,1.97,1.97
2.98,6.43,2.98,2.98
4.03,6.06,4.03,4.03
4.06,6.46,4.06,4.06
4.61,6.2,4.61,4.61
4.72,6.14,4.72,4.72
3.58,6.3,3.58,3.58
3.3,6.29,3.3,3.3
2.39,5.66,2.39,2.39
0.86,4.97,0.86,0.86
-0.89,5.08,-0.89,-0.89
-0.22,5.67,-0.22,-0.22
0.19,5.25,0.19,0.19
0.38,5.25,0.38,0.38
0.21,5.1,0.21,0.21
0.02,4.7,0.02,0.02
-0.17,4.81,-0.17,-0.17
-0.16,4.82,-0.16,-0.16
0.14,3.99,0.14,0.14
-0.17,3.4,-0.17,-0.17
0.26,3.96,0.26,0.26
-0.79,3.99,-0.79,-0.79
0.08,2.64,0.08,0.08
1.28,2.8,1.28,1.28
2.05,4.41,2.05,2.05
2.82,4.69,2.82,2.82
3.6,4.01,3.6,3.6
2.77,5.01,2.77,2.77
3.78,5.11,3.78,3.78
3.11,4.81,3.11,3.11
2.72,4.62,2.72,2.72
1.99,4.18,1.99,1.99
1.59,2.23,1.59,1.59
0.57,1.46,0.57,0.57
0.17,2.29,0.17,0.17
0.21,2.79,0.21,0.21
-0.55,2.4,-0.55,-0.55
-0.48,1.89,-0.48,-0.48
-0.47,1.16,-0.555,-0.47
0.0,1.28,0.0,0.0
0.0,1.23,0.0,0.0
0.0,0.95,0.0,0.0
0.0,0.29,-8.775,0.0
0.0,0.9,-8.823,0.0
0.0,-0.73,-13.398,0.0
0.0,-0.35,-13.657,0.0
0.0,0.43,-1.042,0.0
0.0,1.41,0.0,0.0
0.0,2.43,0.0,0.0
0.0,2.34,0.0,0.0
0.0,1.32,0.0,0.0
0.0,2.18,0.0,0.0
0.0,2.05,0.0,0.0
2.42,2.15,2.42,2.42
2.21,2.69,2.21,2.21
1.82,2.98,1.82,1.82
1.31,2.15,1.31,1.31
0.57,2.78,0.57,0.57
-0.9,3.1,-0.9,-0.9
-2.71,3.38,-2.71,-2.71
-0.91,3.58,-0.91,-0.91
-0.57,2.5,-0.57,-0.57
-1.19,2.24,-1.19,-1.19
-1.49,2.34,-1.49,-1.49
-1.64,2.24,-1.64,-1.64
-2.57,2.51,-2.57,-2.57
-2.25,1.97,-2.25,-2.25
-2.24,1.64,-2.24,-2.24
-2.32,0.35,-2.32,-2.32
-4.55,0.48,-4.55,-4.55
-2.34,0.06,-2.34,-2.34
0.48,0.85,0.48,0.48
1.58,3.15,1.58,1.58
2.6,2.99,2.6,2.6
2.99,5.43,2.99,2.99
3.78,5.86,3.78,3.78
3.37,5.97,3.37,3.37
3.25,6.11,3.25,3.25
3.02,5.74,3.02,3.02
2.47,5.1,2.47,2.47
1.83,3.38,1.83,1.83
0.73,3.82,0.73,0.73
-0.67,4.49,-0.67,-0.67
-1.01,5.08,-1.01,-1.01
-1.2,4.73,-1.2,-1.2
-0.16,4.59,-0.16,-0.16
-0.58,4.47,-0.58,-0.58
-1.58,4.76,-1.58,-1.58
-1.3,4.25,-1.3,-1.3
-1.53,4.02,-1.53,-1.53
-0.89,3.3,-0.89,-0.89
-1.5,3.25,-1.5,-1.5
-1.01,2.84,-1.01,-1.01
-1.77,2.75,-1.77,-1.77
-0.25,3.06,-0.25,-0.25
0.94,3.49,0.94,0.94
1.98,5.8,1.98,1.98
2.8,6.04,2.8,2.8
3.6,5.93,3.6,3.6
3.63,6.72,3.63,3.63
3.99,6.92,3.99,3.99
3.83,7.11,3.83,3.83
3.35,8.06,3.35,3.35
2.64,10.05,2.64,2.64
1.65,4.65,1.65,1.65
0.79,4.1,0.79,0.79
-0.52,4.26,-0.52,-0.52
-0.89,2.92,-0.89,-0.89
-1.18,1.97,-1.18,-1.18
-1.85,1.46,-1.85,-1.85
-1.48,0.53,-1.48,-1.48
-1.26,0.51,-1.26,-1.26
-3.36,0.55,-3.36,-3.36
-3.34,0.59,-3.34,-3.34
-3.91,0.15,-3.91,-3.91
-4.21,0.07,-4.21,-4.21
-3.36,1.47,-3.36,-3.36
-3.64,0.8,-3.64,-3.64
-1.46,1.97,-1.46,-1.46
0.77,2.23,0.77,0.77
1.9,5.38,1.9,1.9
3.47,6.37,3.47,3.47
3.98,5.88,3.98,3.98
4.73,7.64,4.73,4.73
4.92,8.3,4.92,4.92
4.84,9.5,4.84,4.84
4.29,9.08,4.29,4.29
3.55,9.1,3.55,3.55
2.46,8.41,2.46,2.46
1.1,8.25,1.1,1.1
-1.26,8.49,-1.26,-1.26
-1.2,7.28,-1.2,-1.2
-1.7,7.36,-1.7,-1.7
-0.29,4.57,-0.29,-0.29
-0.25,3.98,-0.25,-0.25
-0.86,4.15,-0.86,-0.86
-0.63,3.68,-0.63,-0.63
-0.79,3.69,-0.79,-0.79
-0.41,3.01,-0.41,-0.41
-0.09,3.21,-0.09,-0.09
-1.9,1.81,-1.9,-1.9
-1.25,1.81,-1.25,-1.25
0.01,1.45,0.01,0.01
0.97,1.67,0.97,0.97
1.76,2.87,1.76,1.76
3.23,3.12,3.23,3.23
3.72,3.25,3.72,3.72
4.41,3.53,4.41,4.41
4.31,3.65,4.31,4.31
4.4,3.79,4.4,4.4
3.83,3.04,3.83,3.83
2.59,2.93,2.59,2.59
2.2,3.29,2.2,2.2
1.04,2.74,1.04,1.04
0.24,1.77,0.24,0.24
0.19,2.06,0.19,0.19
-0.79,1.53,-0.79,-0.79
-0.33,1.77,-0.33,-0.33
0.03,1.73,0.03,0.03
0.02,1.27,0.02,0.02
-0.14,1.35,-0.14,-0.14
-0.02,1.1,-0.02,-0.02
-0.46,0.86,-0.46,-0.46
-0.75,1.11,-1.33,-0.75
-0.61,0.58,-0.692,-0.61
-0.89,0.97,-0.415,-0.89
0.0,1.18,0.0,0.0
1.21,1.21,1.21,1.21
1.78,4.39,1.78,1.78
2.82,4.36,2.82,2.82
3.76,4.37,3.76,3.76
4.31,5.8,4.31,4.31
4.06,5.39,4.06,4.06
3.72,5.3,3.72,3.72
4.11,5.15,4.11,4.11
3.41,4.71,3.41,3.41
2.56,3.31,2.56,2.56
1.26,2.61,1.26,1.26
-0.19,3.09,-0.19,-0.19
-1.68,2.83,-1.68,-1.68
-0.77,3.38,-0.77,-0.77
-0.58,3.04,-0.58,-0.58
-0.64,2.18,-0.64,-0.64
-0.4,1.97,-0.4,-0.4
-0.59,1.88,-0.59,-0.59
-0.17,1.42,-0.17,-0.17
-0.53,1.65,-0.53,-0.53
-0.41,1.71,-0.41,-0.41
-0.35,2.23,-0.35,-0.35
-0.62,2.18,-0.62,-0.62
0.27,2.44,0.27,0.27
1.26,3.92,1.26,1.26
2.11,4.17,2.11,2.11
2.91,5.25,2.91,2.91
3.37,4.77,3.37,3.37
4.29,4.73,4.29,4.29
4.31,4.92,4.31,4.31
4.63,3.78,4.63,4.63
3.64,3.11,3.64,3.64
2.61,2.6,2.61,2.61
2.06,1.89,2.06,2.06
0.97,2.3,0.97,0.97
0.34,2.33,0.34,0.34
-0.35,3.33,-0.35,-0.35
0.2,3.05,0.2,0.2
0.02,3.28,0.02,0.02
-0.58,3.24,-0.58,-0.58
-0.31,3.47,-0.31,-0.31
-0.22,3.49,-0.22,-0.22
-0.01,3.49,-0.01,-0.01
-1.24,2.79,-1.24,-1.24
-0.87,2.54,-0.87,-0.87
0.0,1.14,0.0,0.0
0.0,1.12,0.0,0.0
0.0,1.11,0.0,0.0
0.0,2.04,0.0,0.0
0.0,3.39,0.0,0.0
3.03,3.44,3.03,3.03
3.76,3.03,3.76,3.76
4.19,4.32,4.19,4.19
4.0,5.02,4.0,4.0
4.1,3.87,4.1,4.1
3.82,5.01,3.82,3.82
2.76,4.41,2.76,2.76
1.91,3.94,1.91,1.91
1.1,4.03,1.1,1.1
0.44,3.81,0.44,0.44
0.3,4.18,0.3,0.3
-0.09,3.68,-0.09,-0.09
0.3,2.86,0.3,0.3
0.0,2.45,0.0,0.0
0.16,2.81,0.16,0.16
0.11,2.53,0.11,0.11
-0.15,2.2,-0.15,-0.15
-0.26,1.88,-0.26,-0.26
-0.26,1.67,-0.26,-0.26
-0.127,0.83,-1.849,-0.127
-0.66,0.77,-12.954,-0.66
-0.11,0.64,-1.01,-0.11
0.0,0.95,0.0,0.0
0.0,1.36,0.0,0.0
0.0,1.38,0.0,0.0
0.0,1.11,0.0,0.0
0.0,2.92,0.0,0.0
0.0,2.28,0.0,0.0
0.0,1.66,0.0,0.0
0.0,2.67,0.0,0.0
0.0,2.53,0.0,0.0
0.0,3.51,0.0,0.0
0.47,2.94,0.47,0.47
-0.56,2.72,-0.56,-0.56
-1.39,2.51,-1.39,-1.39
-2.46,2.61,-2.46,-2.46
-1.36,0.93,-1.282,-1.36
0.0,1.52,0.0,0.0
0.0,0.77,0.0,0.0
0.0,-0.12,-10.728,0.0
0.0,-0.21,-11.519,0.0
0.0,-0.49,-10.738,0.0
0.0,-0.36,-7.697,0.0
0.0,-2.55,-7.03,0.0
0.0,-2.4,-6.527,0.0
0.0,-2.25,-2.688,0.0
0.0,-2.24,-0.783,0.0
0.0,2.55,0.0,0.0
0.0,3.8,0.0,0.0
0.0,3.23,0.0,0.0
3.35,5.15,3.35,3.35
3.51,5.16,3.51,3.51
3.17,4.98,3.17,3.17
2.79,5.52,2.79,2.79
2.16,4.93,2.16,2.16
1.51,4.95,1.51,1.51
-0.18,4.75,-0.18,-0.18
-4.1,4.35,-4.1,-4.1
-4.96,2.32,-4.96,-4.96
-3.91,0.41,-3.91,-3.91
-3.58,-1.54,-3.58,-3.58
-4.47,-2.38,-4.47,-4.47
-4.8,-2.91,-4.8,-4.8
-4.91,-3.13,-4.91,-4.91
-4.14,-3.47,-4.14,-4.14
-5.93,-4.23,-5.93,-5.93
-8.01,-4.32,-8.01,-8.01
-10.5,-4.1,-10.5,-10.5
-11.13,-3.88,-11.13,-11.13
-7.36,-3.88,-7.36,-7.36
-1.7,-3.0,-1.7,-1.7
0.89,3.89,0.89,0.89
2.39,4.81,2.39,2.39
3.51,3.79,3.51,3.51
4.09,5.43,4.09,4.09
4.41,5.58,4.41,4.41
4.35,5.29,4.35,4.35
3.7,5.66,3.7,3.7
3.04,5.47,3.04,3.04
2.15,4.31,2.15,2.15
0.86,4.27,0.86,0.86
-0.75,5.03,-0.75,-0.75
-2.39,5.05,-2.39,-2.39
-2.07,4.58,-2.07,-2.07
-0.64,3.32,-0.64,-0.64
-1.11,3.32,-1.11,-1.11
-0.47,2.95,-0.47,-0.47
-0.17,2.9,-0.17,-0.17
-0.67,2.53,-0.67,-0.67
-1.72,1.91,-1.72,-1.72
-1.04,1.64,-1.04,-1.04
-1.83,1.04,-1.83,-1.83
-1.79,1.21,-1.79,-1.79
0.21,0.77,0.21,0.21
0.7,0.6,0.7,0.7
1.62,0.22,1.62,1.62
2.07,0.21,2.07,2.07
2.38,0.13,2.38,2.38
2.19,-0.14,2.19,2.19
2.18,-0.29,2.18,2.18
0.0,0.06,0.0,0.0
2.21,0.24,2.21,2.21
1.87,0.35,1.87,1.87
1.66,0.3,1.66,1.66
1.11,0.83,1.11,1.11
0.0,1.19,0.0,0.0
0.0,1.71,0.0,0.0
0.0,1.59,0.0,0.0
0.0,1.84,0.0,0.0
0.0,1.8,0.0,0.0
0.0,1.91,0.0,0.0
0.0,1.98,0.0,0.0
0.0,2.22,0.0,0.0
0.0,1.95,0.0,0.0
0.0,1.7,0.0,0.0
0.0,1.59,0.0,0.0
0.0,1.14,0.0,0.0
0.0,1.09,0.0,0.0
0.0,2.11,0.0,0.0
